CATEGORIE;DATE;QUART;PDQ;X;Y;LONGITUDE;LATITUDE
Vol dans / sur vehicule moteur;2019-06-25;jour;38;299221.31199257396;5041705.57600471;#CHAMP!;45.51524726866842
Mefait;2019-06-25;soir;49;306214.34498937;5061971.78299264;#CHAMP!;45.697628875901536
Introduction;2019-06-25;jour;15;299816.0809975509;5037880.04799716;#CHAMP!;45.48082801756654
Vol dans / sur vehicule moteur;2019-06-25;jour;16;299726.374990597;5035036.50000116;#CHAMP!;45.455239761989674
Vol dans / sur vehicule moteur;2019-06-25;nuit;39;295653.869;5051578.064;#CHAMP!;45.60404542639585
Introduction;2019-06-25;nuit;39;295653.869;5051578.064;#CHAMP!;45.60404542639585
Introduction;2019-06-25;nuit;21;0;0;1;1
Vol de vehicule moteur;2019-06-25;jour;1;274317.78100678197;5030966.500008769;#CHAMP!;45.417970115986485
Vol dans / sur vehicule moteur;2019-06-25;soir;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-25;jour;27;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-25;jour;27;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-25;soir;12;0;0;1;1
Introduction;2019-06-25;nuit;5;282105.917004257;5037547.52199568;#CHAMP!;45.47748476350356
Vol dans / sur vehicule moteur;2019-06-25;nuit;21;0;0;1;1
Vol de vehicule moteur;2019-06-25;soir;20;0;0;1;1
Mefait;2019-06-25;jour;38;0;0;1;1
Introduction;2019-06-25;soir;20;0;0;1;1
Vol de vehicule moteur;2019-06-25;soir;39;295163.20600225;5051729.36199369;#CHAMP!;45.60540021446571
Introduction;2019-06-25;nuit;20;299750.95900951803;5040587.76199196;#CHAMP!;45.50519275263107
Introduction;2019-06-25;jour;31;295464.21699258;5045863.23400143;#CHAMP!;45.55261919908131
Vols qualifies;2019-06-25;soir;5;279930.082009874;5034435.002005551;#CHAMP!;45.4494030943721
Vol dans / sur vehicule moteur;2019-06-25;nuit;23;301769.779004782;5044788.961007729;#CHAMP!;45.5430084918711
Introduction;2019-06-25;soir;35;297116.65299017;5044059.196995609;#CHAMP!;45.53640603232478
Introduction;2019-06-25;soir;35;297116.65299017;5044059.196995609;#CHAMP!;45.53640603232478
Vol dans / sur vehicule moteur;2019-06-25;soir;20;298760.639996538;5040136.05799533;#CHAMP!;45.50112025817237
Vol dans / sur vehicule moteur;2019-06-25;soir;31;296390.4029924789;5046071.13399176;#CHAMP!;45.55450175325404
Vol dans / sur vehicule moteur;2019-06-25;jour;42;297815.12499564;5049598.500008729;#CHAMP!;45.58625784432124
Vol dans / sur vehicule moteur;2019-06-25;soir;21;300510.24499496893;5041841.40500005;#CHAMP!;45.516478633927576
Mefait;2019-06-24;nuit;3;275650.184992617;5037050.359005671;#CHAMP!;45.47277147308489
Mefait;2019-06-24;soir;21;299786.892001752;5041575.86300392;#CHAMP!;45.51408435395118
Mefait;2019-06-24;jour;38;298876.0449997191;5040798.40599536;#CHAMP!;45.50708133362935
Vol dans / sur vehicule moteur;2019-06-24;jour;30;297555.737;5046535.618;#CHAMP!;45.558694433767066
Introduction;2019-06-24;jour;7;288393.406;5037942.5;#CHAMP!;45.481214991425176
Mefait;2019-06-24;soir;33;294322.818993783;5043101.563994;#CHAMP!;45.5277524976649
Introduction;2019-06-24;jour;26;294184.846009341;5039613.88300567;#CHAMP!;45.49636689398189
Vol de vehicule moteur;2019-06-24;jour;42;295833.441998441;5049425.6949935295;#CHAMP!;45.58468017347629
Mefait;2019-06-24;soir;10;287933.025007861;5043311.44699804;#CHAMP!;45.5295157521541
Vols qualifies;2019-06-24;jour;26;295717.5140062309;5042129.55200671;#CHAMP!;45.51902553464734
Vol de vehicule moteur;2019-06-24;nuit;7;287541.688002735;5041726.00000453;#CHAMP!;45.51523979198254
Mefait;2019-06-24;jour;30;296446.2509973391;5048347.05799808;#CHAMP!;45.5749819109685
Mefait;2019-06-24;jour;50;297505.247;5034586.123;#CHAMP!;45.45116738787081
Mefait;2019-06-24;jour;50;297505.247;5034586.123;#CHAMP!;45.45116738787081
Vol dans / sur vehicule moteur;2019-06-24;jour;46;301560.11899263196;5052073.89400584;#CHAMP!;45.60855965419864
Introduction;2019-06-24;nuit;1;270774.24600814603;5031445.5320087;#CHAMP!;45.42211723438897
Introduction;2019-06-24;soir;35;297272.909;5043378.323;#CHAMP!;45.53028098198856
Introduction;2019-06-24;nuit;3;276479.32;5038083.14;#CHAMP!;45.48209885460595
Mefait;2019-06-24;soir;23;301884.694993728;5046371.114004689;#CHAMP!;45.557245754772154
Mefait;2019-06-24;jour;45;296977.261997261;5055331.57400731;#CHAMP!;45.637836524686776
Vol dans / sur vehicule moteur;2019-06-24;jour;27;292873.251005909;5044667.68400248;#CHAMP!;45.541821693239186
Vol dans / sur vehicule moteur;2019-06-24;jour;27;292873.251005909;5044667.68400248;#CHAMP!;45.541821693239186
Vol dans / sur vehicule moteur;2019-06-24;soir;27;292873.251005909;5044667.68400248;#CHAMP!;45.541821693239186
Vol dans / sur vehicule moteur;2019-06-24;nuit;27;292840.723997396;5044589.50599781;#CHAMP!;45.541117663559945
Introduction;2019-06-24;jour;20;300241.442001412;5039093.983001031;#CHAMP!;45.49175446061393
Introduction;2019-06-24;jour;38;299192.6200012991;5042110.462992129;#CHAMP!;45.5188903739976
Mefait;2019-06-24;jour;20;299244.49100599;5040219.74599321;#CHAMP!;45.501877339281044
Introduction;2019-06-24;nuit;23;300450.022;5044441.22;#CHAMP!;45.5398724003282
Mefait;2019-06-24;jour;38;298463.4050067031;5042491.0809912;#CHAMP!;45.52230907832315
Vol dans / sur vehicule moteur;2019-06-24;jour;45;300863.528;5058969.146;#CHAMP!;45.67060098856797
Mefait;2019-06-24;soir;33;294545.308003493;5042951.20299531;#CHAMP!;45.526402802934676
Mefait;2019-06-24;nuit;33;294275.912;5043631.066;#CHAMP!;45.53251644195851
Vol de vehicule moteur;2019-06-24;jour;31;295018.114998746;5044927.42700462;#CHAMP!;45.54419236908342
Introduction;2019-06-24;jour;44;297429.184005971;5045710.88500151;#CHAMP!;45.55127188100344
Introduction;2019-06-24;nuit;8;288763.188002827;5035943.49999495;#CHAMP!;45.46323573968015
Introduction;2019-06-24;jour;13;297381.718992122;5032789.50000276;#CHAMP!;45.43499915251991
Mefait;2019-06-24;soir;35;295805.579004972;5043613.32800576;#CHAMP!;45.532378250958935
Vol dans / sur vehicule moteur;2019-06-24;jour;45;300097.292;5058262.631;#CHAMP!;45.664238877552044
Introduction;2019-06-24;nuit;20;299461.331995536;5040537.06500827;#CHAMP!;45.50473440327075
Introduction;2019-06-24;soir;15;299196.35999194;5039012.55099161;#CHAMP!;45.491014090215295
Vols qualifies;2019-06-24;nuit;50;295914.3257;5044356.553416;#CHAMP!;45.5390674564228
Vol de vehicule moteur;2019-06-24;nuit;10;287939.004999884;5043079.99000538;#CHAMP!;45.52743317136365
Vol dans / sur vehicule moteur;2019-06-24;jour;11;294890.31699356803;5036115.82299988;#CHAMP!;45.464900174143516
Mefait;2019-06-24;soir;4;281126.8210050791;5038972.03000421;#CHAMP!;45.49027045302229
Introduction;2019-06-24;soir;35;296700.69599911396;5044549.57999155;#CHAMP!;45.54081396379433
Introduction;2019-06-24;nuit;15;300413.982;5037993.551;#CHAMP!;45.48185338221892
Vol dans / sur vehicule moteur;2019-06-24;soir;44;299703.241990962;5044625.26900649;#CHAMP!;45.541523477518474
Mefait;2019-06-24;jour;38;298943.604989773;5042428.58200817;#CHAMP!;45.521750887411294
Vol dans / sur vehicule moteur;2019-06-24;jour;21;300595.858;5040199.936;#CHAMP!;45.50170853330972
Vol dans / sur vehicule moteur;2019-06-24;soir;39;295154.7690071709;5051741.21999254;#CHAMP!;45.605506798652904
Introduction;2019-06-24;nuit;38;298233.909006526;5042129.5769993;#CHAMP!;45.5190539996411
Introduction;2019-06-24;jour;8;290698.09400787;5034021.50000382;#CHAMP!;45.4459824357477
Vol de vehicule moteur;2019-06-24;nuit;48;0;0;1;1
Mefait;2019-06-24;jour;15;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-24;jour;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-24;soir;39;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-24;jour;26;0;0;1;1
Introduction;2019-06-24;nuit;48;0;0;1;1
Mefait;2019-06-24;soir;35;0;0;1;1
Vol de vehicule moteur;2019-06-24;nuit;10;0;0;1;1
Introduction;2019-06-24;soir;20;0;0;1;1
Mefait;2019-06-24;jour;23;300929.26599396;5045571.70199442;#CHAMP!;45.55004771235734
Introduction;2019-06-24;nuit;3;280884.61901065893;5041260.379009089;#CHAMP!;45.51085345908436
Introduction;2019-06-24;nuit;30;297054.07600547693;5046503.14900516;#CHAMP!;45.558396866655976
Introduction;2019-06-24;jour;27;293679.573999933;5044559.4820046;#CHAMP!;45.5408613924182
Vol dans / sur vehicule moteur;2019-06-24;soir;30;0;0;1;1
Vols qualifies;2019-06-24;jour;26;0;0;1;1
Vol de vehicule moteur;2019-06-24;nuit;21;302377.872;5041322.347;#CHAMP!;45.5118169254692
Vol dans / sur vehicule moteur;2019-06-24;jour;27;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-24;jour;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-24;jour;45;299089.269044785;5056002.119702369;#CHAMP!;45.64389081509184
Vols qualifies;2019-06-24;nuit;26;294669.74599588604;5041030.2790054;#CHAMP!;45.50911941109567
Introduction;2019-06-24;soir;11;295524.941;5035913.496;#CHAMP!;45.46308825519946
Vol de vehicule moteur;2019-06-24;jour;39;294058.8439982709;5050715.99999143;#CHAMP!;45.59626554261578
Vol dans / sur vehicule moteur;2019-06-24;nuit;20;299751.7590023609;5039104.554001129;#CHAMP!;45.491846212639544
Introduction;2019-06-24;jour;11;295302.369004162;5036070.14800312;#CHAMP!;45.464494893222415
Mefait;2019-06-23;nuit;10;292524.153001672;5043723.57400439;#CHAMP!;45.53332020478287
Mefait;2019-06-23;soir;11;293635.410003547;5036479.93799224;#CHAMP!;45.46815771790488
Introduction;2019-06-23;soir;38;298317.096994405;5043522.32000536;#CHAMP!;45.53158721667268
Mefait;2019-06-23;jour;38;299324.5900082489;5044414.31099139;#CHAMP!;45.539622327349996
Vol dans / sur vehicule moteur;2019-06-23;jour;39;295537.875008144;5051607.99999899;#CHAMP!;45.604313262203505
Mefait;2019-06-23;jour;44;300183.783007265;5045782.80899317;#CHAMP!;45.55194278470366
Vol de vehicule moteur;2019-06-23;jour;7;289932.074;5038532.123;#CHAMP!;45.48655512643205
Vol de vehicule moteur;2019-06-23;jour;1;274165.66600399197;5033959.65400012;#CHAMP!;45.44489686889915
Mefait;2019-06-23;jour;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Mefait;2019-06-23;soir;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Mefait;2019-06-23;nuit;26;295070.30199471803;5040836.56299261;#CHAMP!;45.507381979800215
Vols qualifies;2019-06-23;soir;7;289600.411;5042760.072;#CHAMP!;45.524592650538274
Introduction;2019-06-23;jour;3;275406.219008087;5036648.50000792;#CHAMP!;45.4691452041067
Mefait;2019-06-23;soir;39;294637.498990224;5050827.21699678;#CHAMP!;45.597274999960696
Introduction;2019-06-23;jour;20;300241.442001412;5039093.983001031;#CHAMP!;45.49175446061393
Vol dans / sur vehicule moteur;2019-06-23;jour;48;301548.573989476;5049494.35900276;#CHAMP!;45.58534822388532
Vol de vehicule moteur;2019-06-23;jour;27;292661.057001166;5047415.26299818;#CHAMP!;45.56654161262527
Introduction;2019-06-23;jour;27;292661.057001166;5047415.26299818;#CHAMP!;45.56654161262527
Mefait;2019-06-23;nuit;38;298597.709998788;5041897.07600251;#CHAMP!;45.51696519444592
Vol dans / sur vehicule moteur;2019-06-23;jour;45;298669.310997007;5056155.298004929;#CHAMP!;45.6452655619521
Introduction;2019-06-23;nuit;38;298632.9100052111;5041951.07699445;#CHAMP!;45.51745142916167
Mefait;2019-06-23;soir;22;299895.698;5043516.076;#CHAMP!;45.53154392781769
Introduction;2019-06-23;nuit;16;298561.503001775;5035205.05699265;#CHAMP!;45.456747092215906
Vols qualifies;2019-06-23;jour;10;289926.401996038;5043501.407009089;#CHAMP!;45.5312704678498
Introduction;2019-06-23;jour;45;296934.233007456;5053730.19599432;#CHAMP!;45.62342649582797
Introduction;2019-06-23;jour;21;300706.177991082;5040868.234992599;#CHAMP!;45.50772282700971
Mefait;2019-06-23;jour;35;295747.3079932709;5043653.07499327;#CHAMP!;45.5327351543399
Vols qualifies;2019-06-23;jour;39;295359.7500090969;5053243.00000175;#CHAMP!;45.61902298565697
Vol de vehicule moteur;2019-06-23;jour;21;300391.682006918;5040322.76200295;#CHAMP!;45.50281251381856
Mefait;2019-06-23;jour;16;299143.063009914;5034678.99999316;#CHAMP!;45.45201831877667
Introduction;2019-06-23;jour;35;297678.389991822;5044896.58799288;#CHAMP!;45.543947145851284
Introduction;2019-06-23;jour;22;300404.10499927396;5042299.5859992495;#CHAMP!;45.520600869386406
Vol de vehicule moteur;2019-06-23;jour;11;295535.9719912951;5037097.31300649;#CHAMP!;45.47374093839615
Mefait;2019-06-23;soir;26;295461.298994853;5039584.77799866;#CHAMP!;45.4961232465403
Mefait;2019-06-23;soir;26;295461.298994853;5039584.77799866;#CHAMP!;45.4961232465403
Mefait;2019-06-23;jour;38;298582.9780058009;5042265.14800078;#CHAMP!;45.52027712117805
Vol dans / sur vehicule moteur;2019-06-23;soir;10;288666.3650050511;5043807.31600311;#CHAMP!;45.53399510512889
Introduction;2019-06-23;jour;38;298330.748991698;5041882.26200289;#CHAMP!;45.51682946634716
Vol dans / sur vehicule moteur;2019-06-23;jour;20;0;0;1;1
Mefait;2019-06-23;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-23;jour;15;0;0;1;1
Introduction;2019-06-23;jour;48;0;0;1;1
Introduction;2019-06-23;soir;13;0;0;1;1
Introduction;2019-06-23;nuit;15;297758.0309984461;5035890.47299856;#CHAMP!;45.46290716371411
Introduction;2019-06-23;soir;7;291000.375;5042465.294;#CHAMP!;45.52196925384858
Vol dans / sur vehicule moteur;2019-06-23;jour;12;297482.688007165;5038166.50000072;#CHAMP!;45.48338508433985
Vol dans / sur vehicule moteur;2019-06-23;soir;48;303046.067;5047573.313;#CHAMP!;45.568067438446285
Vol dans / sur vehicule moteur;2019-06-23;nuit;21;300929.803;5041340.955;#CHAMP!;45.51197783506135
Introduction;2019-06-23;nuit;26;293816.123;5039535.647;#CHAMP!;45.495657187024506
Vol de vehicule moteur;2019-06-23;jour;45;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-23;soir;5;0;0;1;1
Vols qualifies;2019-06-23;nuit;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-23;jour;30;294372.404;5046656.076;#CHAMP!;45.559737953736104
Mefait;2019-06-23;jour;50;294807.4551023109;5038392.74657267;#CHAMP!;45.485387781100165
Mefait;2019-06-23;jour;10;287980.812;5043892.817;#CHAMP!;45.53474826066909
Mefait;2019-06-23;jour;21;0;0;1;1
Vols qualifies;2019-06-23;nuit;22;0;0;1;1
Vol de vehicule moteur;2019-06-23;jour;31;296126.89199067396;5045445.07499982;#CHAMP!;45.54886503163315
Mefait;2019-06-23;soir;42;296585.937995098;5048750.499999889;#CHAMP!;45.5786138654093
Mefait;2019-06-23;jour;27;293227.49400629196;5047790.57800422;#CHAMP!;45.56992845649667
Vol dans / sur vehicule moteur;2019-06-23;nuit;15;297565.4009905909;5035726.629996649;#CHAMP!;45.461430856809585
Vol dans / sur vehicule moteur;2019-06-23;soir;20;299271.083993416;5040115.28600636;#CHAMP!;45.5009375750906
Mefait;2019-06-23;jour;49;304479.099996359;5058378.560001889;#CHAMP!;45.66529789297443
Vol de vehicule moteur;2019-06-22;jour;33;295044.41500178;5043311.06899213;#CHAMP!;45.529648174317146
Vol de vehicule moteur;2019-06-22;jour;33;295044.41500178;5043311.06899213;#CHAMP!;45.529648174317146
Vol dans / sur vehicule moteur;2019-06-22;jour;13;294446.843997502;5030952.99999915;#CHAMP!;45.41843606191708
Vol dans / sur vehicule moteur;2019-06-22;soir;12;298426.95699430694;5039110.04899512;#CHAMP!;45.49188481801626
Vol dans / sur vehicule moteur;2019-06-22;jour;16;299482.8749919909;5034714.500002129;#CHAMP!;45.45234043390835
Vol dans / sur vehicule moteur;2019-06-22;jour;5;278974.344;5034807.5;#CHAMP!;45.45272030315424
Vol dans / sur vehicule moteur;2019-06-22;jour;13;295392.245;5033432.263;#CHAMP!;45.44075912720859
Vols qualifies;2019-06-22;soir;49;303984.418;5057110.871;#CHAMP!;45.65389059084322
Mefait;2019-06-22;jour;46;300194.781007683;5051506.997991569;#CHAMP!;45.60345086952996
Vol de vehicule moteur;2019-06-22;soir;5;279357.875009506;5035896.50000631;#CHAMP!;45.46253358258746
Vol dans / sur vehicule moteur;2019-06-22;jour;46;299675.1920076;5050910.87299755;#CHAMP!;45.598083139760014
Vol dans / sur vehicule moteur;2019-06-22;soir;27;291867.896004803;5045435.03399647;#CHAMP!;45.54870862125621
Vols qualifies;2019-06-22;soir;23;301639.732001113;5045349.66700322;#CHAMP!;45.54805334888456
Vol dans / sur vehicule moteur;2019-06-22;jour;26;294497.701006712;5038617.18599432;#CHAMP!;45.487402881077
Mefait;2019-06-22;soir;12;298673.355;5039267.551;#CHAMP!;45.49330429678113
Introduction;2019-06-22;jour;23;301441.67600886396;5045337.16600008;#CHAMP!;45.54793993358886
Vol dans / sur vehicule moteur;2019-06-22;jour;39;294580.819009945;5050785.3829912;#CHAMP!;45.59689773605791
Introduction;2019-06-22;jour;44;299842.80300778896;5047808.52999388;#CHAMP!;45.57016855299659
Introduction;2019-06-22;soir;3;279046.719994249;5041852.39500637;#CHAMP!;45.516115128522806
Vol dans / sur vehicule moteur;2019-06-22;jour;38;298640.612000841;5041787.57600401;#CHAMP!;45.51598024991613
Vols qualifies;2019-06-22;jour;26;294146.964993297;5039065.03999656;#CHAMP!;45.49142759716873
Mefait;2019-06-22;soir;38;299241.833003259;5041145.428995911;#CHAMP!;45.51020700122679
Introduction;2019-06-22;nuit;8;290704.7500040209;5032819.49999355;#CHAMP!;45.43516639150142
Introduction;2019-06-22;nuit;5;279206.562998595;5032139.50000654;#CHAMP!;45.428721163672485
Introduction;2019-06-22;jour;26;295191.003;5037861.239;#CHAMP!;45.480610426816675
Introduction;2019-06-22;nuit;22;300782.788000588;5043865.10200506;#CHAMP!;45.53469027426157
Vol de vehicule moteur;2019-06-22;jour;27;293200.817003016;5044066.59800856;#CHAMP!;45.5364184463271
Vol de vehicule moteur;2019-06-22;jour;30;297627.260006075;5047343.96699326;#CHAMP!;45.56596896112012
Vol dans / sur vehicule moteur;2019-06-22;jour;44;298310.27999286493;5045923.590993709;#CHAMP!;45.553194650483206
Vol dans / sur vehicule moteur;2019-06-22;nuit;48;300062.698001343;5049560.91400852;#CHAMP!;45.58593857302244
Vol dans / sur vehicule moteur;2019-06-22;nuit;45;300245.822007749;5057778.25000654;#CHAMP!;45.65988132410896
Introduction;2019-06-22;jour;21;299491.211005245;5041769.077991549;#CHAMP!;45.51582079230568
Mefait;2019-06-22;nuit;38;298632.9100052111;5041951.07699445;#CHAMP!;45.51745142916167
Introduction;2019-06-22;soir;35;297774.28900804;5045051.58899357;#CHAMP!;45.545342873435025
Vols qualifies;2019-06-22;soir;38;298463.601;5042898.585;#CHAMP!;45.52597595922272
Vol dans / sur vehicule moteur;2019-06-22;jour;44;298822.3690038131;5047979.07500493;#CHAMP!;45.571695154290694
Mefait;2019-06-22;jour;35;296924.50499166;5044302.102992609;#CHAMP!;45.538589643069535
Introduction;2019-06-22;jour;15;299654.54000330804;5037857.182003929;#CHAMP!;45.48062108691667
Vol de vehicule moteur;2019-06-22;jour;16;297484.093998068;5033319.49999911;#CHAMP!;45.43976944783748
Introduction;2019-06-22;jour;21;299956.020000018;5040593.33799639;#CHAMP!;45.505244382042726
Introduction;2019-06-22;jour;31;295686.990996393;5045723.069994269;#CHAMP!;45.55136090738864
Mefait;2019-06-22;jour;11;295708.48699367;5036360.02600734;#CHAMP!;45.46710875576947
Mefait;2019-06-22;jour;15;299953.103994508;5037509.45999957;#CHAMP!;45.47749426003088
Introduction;2019-06-22;soir;35;297678.389991822;5044896.58799288;#CHAMP!;45.543947145851284
Mefait;2019-06-22;jour;38;298742.739993333;5041879.5449994095;#CHAMP!;45.516808718476454
Vol de vehicule moteur;2019-06-22;soir;27;293227.49400629196;5047790.57800422;#CHAMP!;45.56992845649667
Introduction;2019-06-22;jour;8;291366.280998426;5032790.000001071;#CHAMP!;45.434913958242724
Vol dans / sur vehicule moteur;2019-06-22;jour;48;0;0;1;1
Mefait;2019-06-22;jour;42;0;0;1;1
Vol de vehicule moteur;2019-06-22;soir;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;soir;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;jour;20;298706.042;5040059.557;#CHAMP!;45.50043139487816
Mefait;2019-06-22;jour;16;298310.898008491;5034517.34000063;#CHAMP!;45.45055638908071
Vols qualifies;2019-06-22;jour;49;304805.951001871;5054554.26900792;#CHAMP!;45.63088622899725
Mefait;2019-06-22;soir;33;295061.832010243;5042935.46199646;#CHAMP!;45.526268567363196
Vols qualifies;2019-06-22;soir;16;299574.844007217;5036110.00000348;#CHAMP!;45.464898526598624
Mefait;2019-06-22;jour;5;279917.495998491;5035734.75999352;#CHAMP!;45.46109834568286
Introduction;2019-06-22;jour;45;299867.89999039;5057073.12200515;#CHAMP!;45.65353387062814
Vol dans / sur vehicule moteur;2019-06-22;nuit;20;0;0;1;1
Introduction;2019-06-22;jour;42;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;soir;12;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;jour;44;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;jour;44;0;0;1;1
Vols qualifies;2019-06-22;jour;44;0;0;1;1
Mefait;2019-06-22;nuit;50;300409.588913;5041055.53725;#CHAMP!;45.50940644697217
Vols qualifies;2019-06-22;jour;38;0;0;1;1
Mefait;2019-06-22;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-22;jour;20;0;0;1;1
Mefait;2019-06-22;nuit;22;0;0;1;1
Vol de vehicule moteur;2019-06-22;jour;21;0;0;1;1
Vol de vehicule moteur;2019-06-22;jour;42;298049.344006182;5050651.500006631;#CHAMP!;45.59573534656742
Mefait;2019-06-22;jour;20;300127.065003494;5040082.2300078;#CHAMP!;45.500646381724685
Mefait;2019-06-22;jour;39;295556.999003613;5051916.82599215;#CHAMP!;45.607092409798526
Vol de vehicule moteur;2019-06-22;jour;26;296595.499992832;5042128.5000079;#CHAMP!;45.519026953122186
Vol de vehicule moteur;2019-06-21;jour;7;288679.043;5041907.277;#CHAMP!;45.51689820852601
Introduction;2019-06-21;jour;44;298891.8889923989;5047475.70800542;#CHAMP!;45.567166291948176
Introduction;2019-06-21;jour;38;298397.697007043;5043380.587993349;#CHAMP!;45.53031260373598
Introduction;2019-06-21;jour;38;298961.12600052;5040924.56700575;#CHAMP!;45.50821730022165
Vol dans / sur vehicule moteur;2019-06-21;jour;31;295303.62000917;5044177.66199623;#CHAMP!;45.53744967167315
Vol dans / sur vehicule moteur;2019-06-21;soir;21;300492.262989551;5040223.09600761;#CHAMP!;45.50191630497301
Introduction;2019-06-21;jour;16;299875.781007045;5035758.49999363;#CHAMP!;45.461737744408104
Mefait;2019-06-21;jour;35;297196.7459943569;5045329.08600671;#CHAMP!;45.547833823562925
Vol dans / sur vehicule moteur;2019-06-21;jour;13;297459.0939914371;5032557.49999446;#CHAMP!;45.432912310670254
Vol dans / sur vehicule moteur;2019-06-21;jour;12;298470.0569969991;5039162.04999378;#CHAMP!;45.49235313807813
Mefait;2019-06-21;jour;5;279528.938;5035518;#CHAMP!;45.45913391487178
Mefait;2019-06-21;jour;38;299128.6069925;5042150.07999255;#CHAMP!;45.519246345747455
Mefait;2019-06-21;jour;20;299344.83600733604;5040364.061996089;#CHAMP!;45.503176747808354
Introduction;2019-06-21;jour;20;300091.271;5040012.048;#CHAMP!;45.50001461319861
Mefait;2019-06-21;soir;27;291746.670001347;5046407.02500686;#CHAMP!;45.557452638891085
Introduction;2019-06-21;soir;48;301664.73;5049777.715;#CHAMP!;45.58789847821434
Introduction;2019-06-21;jour;15;299976.076995575;5038481.27499837;#CHAMP!;45.48623925610035
Introduction;2019-06-21;soir;1;269362.087009478;5029458.21400706;#CHAMP!;45.40416465685086
Vol dans / sur vehicule moteur;2019-06-21;soir;5;287122.363;5033983.139;#CHAMP!;45.44555595868684
Mefait;2019-06-21;soir;44;299193.5060022089;5047023.57000336;#CHAMP!;45.563100302127665
Vol dans / sur vehicule moteur;2019-06-21;jour;3;276683.62600836;5038290.17099455;#CHAMP!;45.48397003682161
Mefait;2019-06-21;jour;20;299244.49100599;5040219.74599321;#CHAMP!;45.501877339281044
Vol dans / sur vehicule moteur;2019-06-21;jour;10;292854.259;5043730.233;#CHAMP!;45.533385861738374
Introduction;2019-06-21;jour;13;294013.191001951;5030659.154005489;#CHAMP!;45.41578532539778
Vol dans / sur vehicule moteur;2019-06-21;soir;20;300670.406004235;5039803.38900622;#CHAMP!;45.498140677680375
Introduction;2019-06-21;nuit;21;300440.759;5041300.129;#CHAMP!;45.51160758036466
Introduction;2019-06-21;soir;23;301167.086996645;5044717.60999346;#CHAMP!;45.54236356707602
Introduction;2019-06-21;soir;26;295338.272991434;5040929.90199588;#CHAMP!;45.50822556837962
Vol dans / sur vehicule moteur;2019-06-21;jour;39;294378.750007673;5050038.499996009;#CHAMP!;45.59017408755278
Mefait;2019-06-21;soir;21;300244.83699580893;5040311.564996449;#CHAMP!;45.50271081496557
Introduction;2019-06-21;soir;20;299925.719004528;5039619.31499562;#CHAMP!;45.49647949476035
Mefait;2019-06-21;nuit;49;304029.476;5057293.73;#CHAMP!;45.65553604239133
Introduction;2019-06-21;soir;10;288886.980002874;5044795.853991009;#CHAMP!;45.542895356437725
Vol dans / sur vehicule moteur;2019-06-21;soir;7;290943.654;5043441.622;#CHAMP!;45.5307534699774
Vol dans / sur vehicule moteur;2019-06-21;nuit;39;294665.69099936;5050553.66400734;#CHAMP!;45.594813910527115
Vol dans / sur vehicule moteur;2019-06-21;jour;20;298790.62000949396;5039874.63099196;#CHAMP!;45.49876808524617
Vol dans / sur vehicule moteur;2019-06-21;jour;8;291410.155994854;5032418.500003471;#CHAMP!;45.43157185687934
Mefait;2019-06-21;soir;35;298390.688002937;5044795.39400282;#CHAMP!;45.54304348414454
Vol de vehicule moteur;2019-06-21;soir;23;302299.1259896;5045990.73500292;#CHAMP!;45.553824584863506
Introduction;2019-06-21;jour;15;299114.517992823;5038732.21199374;#CHAMP!;45.48849081348279
Vols qualifies;2019-06-21;jour;46;297886.526;5051725.933;#CHAMP!;45.60540177980736
Vol dans / sur vehicule moteur;2019-06-21;jour;8;290126.843999878;5033764.500006249;#CHAMP!;45.443658069366826
Vol de vehicule moteur;2019-06-21;jour;26;0;0;1;1
Vol de vehicule moteur;2019-06-21;jour;42;0;0;1;1
Introduction;2019-06-21;nuit;7;289823.295996498;5041388.73500256;#CHAMP!;45.512257697160166
Vol de vehicule moteur;2019-06-21;jour;1;277040.724005293;5035257.67600302;#CHAMP!;45.45669700188137
Vol dans / sur vehicule moteur;2019-06-21;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-06-21;jour;45;0;0;1;1
Mefait;2019-06-21;jour;45;0;0;1;1
Vols qualifies;2019-06-21;nuit;23;301288.144004424;5044996.36499709;#CHAMP!;45.54487252665204
